Emp_ID,First_Name,Last_Name,Full Name,Gender,State,City,Education,BirthDate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Effective_TermDate,Age
00-86974571,Eugene,Martinez,Eugene Martinez,Female,Pennsylvania,Allentown,Bachelor,01/08/1991,07/12/2024,,IT,Software Developer,92468,Excellent,22/06/2025,33
00-96747374,Nicole,Boyd,Nicole Boyd,Male,New York,Rochester,Master,09/07/1978,14/10/2023,,Sales,Sales Specialist,72433,Good,22/06/2025,46
00-42661791,Sara,Duncan,Sara Duncan,Female,New York,Rochester,PhD,30/09/1971,21/06/2022,,Sales,Sales Specialist,69486,Satisfactory,22/06/2025,53
00-17928349,Teresa,Brooks,Teresa Brooks,Male,Ohio,Columbus,High School,18/05/1985,29/12/2022,,IT,IT Support Specialist,60317,Needs Improvement,22/06/2025,40
00-81808026,Alexander,Thompson,Alexander Thompson,Male,New York,New York City,Bachelor,28/08/1999,12/11/2023,,Sales,Sales Specialist,63839,Good,22/06/2025,25
00-26511054,Anthony,Fernandez,Anthony Fernandez,Male,New York,New York City,Bachelor,20/06/1975,12/06/2015,,IT,IT Support Specialist,63274,Excellent,22/06/2025,50
00-28203817,Thomas,Kennedy,Thomas Kennedy,Male,New York,New York City,High School,12/01/1986,06/02/2017,,Customer Service,Support Specialist,59300,Good,22/06/2025,39
00-37727245,Maria,White,Maria White,Female,New York,Buffalo,Bachelor,29/08/1997,15/03/2019,,Customer Service,Help Desk Technician,53344,Excellent,22/06/2025,27
00-81260169,Omar,Miller,Omar Miller,Female,West Virginia,Charleston,Master,27/01/1991,19/08/2020,,IT,System Administrator,76522,Excellent,22/06/2025,34
00-63963175,Richard,Duran,Richard Duran,Male,New York,Rochester,Master,10/05/1986,17/09/2017,,Operations,Operations Analyst,68725,Satisfactory,22/06/2025,39
00-39129670,Christopher,Moore,Christopher Moore,Male,North Carolina,Charlotte,Master,26/10/2000,13/12/2022,,IT,Software Developer,84567,Satisfactory,22/06/2025,24
00-90474782,Victor,Montoya,Victor Montoya,Female,New York,New York City,Bachelor,03/03/1997,16/04/2019,,Operations,Operations Analyst,67412,Good,22/06/2025,28
00-57409708,Lacey,Greene,Lacey Greene,Female,New York,Buffalo,Bachelor,17/07/1996,14/06/2017,,Operations,Inventory Specialist,55288,Satisfactory,22/06/2025,28
00-10954878,Anita,Wagner,Anita Wagner,Male,New York,Rochester,Master,24/03/2003,29/06/2021,,IT,IT Manager,121086,Excellent,22/06/2025,22
00-67740709,Jessica,Myers,Jessica Myers,Female,New York,Rochester,High School,29/04/1971,17/09/2016,,Operations,Inventory Specialist,64909,Good,22/06/2025,54
00-70446666,Sarah,Woods,Sarah Woods,Female,New York,Rochester,High School,04/10/1978,04/09/2022,,Customer Service,Customer Service Representative,61144,Good,22/06/2025,46
00-54870630,Brendan,Williams,Brendan Williams,Female,New York,New York City,High School,30/07/1960,18/05/2023,,Customer Service,Support Specialist,62131,Satisfactory,22/06/2025,64
00-88488268,Jerome,Wilson,Jerome Wilson,Male,Pennsylvania,Pittsburgh,Bachelor,27/10/1965,18/12/2019,,Operations,Inventory Specialist,73381,Good,22/06/2025,59
00-56535615,Krystal,Tyler,Krystal Tyler,Female,New York,Rochester,PhD,30/03/1983,14/06/2023,,Customer Service,Customer Service Manager,86685,Satisfactory,22/06/2025,42
00-60980034,Daniel,Simmons,Daniel Simmons,Male,New York,Rochester,High School,26/05/1999,11/07/2017,,Operations,Inventory Specialist,60153,Good,22/06/2025,26
00-92335103,Rachel,May,Rachel May,Male,New York,Rochester,Bachelor,18/07/1970,10/03/2015,,Operations,Logistics Coordinator,72308,Satisfactory,22/06/2025,54
00-78190403,Tony,Craig,Tony Craig,Male,New York,Rochester,Bachelor,31/07/1991,09/11/2024,,Operations,Logistics Coordinator,70083,Good,22/06/2025,33
00-34388806,Hannah,Grant,Hannah Grant,Female,New York,New York City,Bachelor,07/07/1989,10/05/2019,,Sales,Sales Consultant,66910,Satisfactory,22/06/2025,35
00-89792619,Jennifer,Gomez,Jennifer Gomez,Male,New York,Buffalo,Master,05/11/1971,30/10/2019,,Sales,Sales Consultant,91712,Satisfactory,22/06/2025,53
00-65010375,Sarah,Carpenter,Sarah Carpenter,Female,New York,Rochester,Bachelor,01/01/1986,30/11/2015,,Operations,Inventory Specialist,54219,Good,22/06/2025,39
00-33768506,Linda,Santiago,Linda Santiago,Female,Virginia,Virginia Beach,High School,06/03/1979,03/06/2020,,Customer Service,Customer Service Representative,56690,Satisfactory,22/06/2025,46
00-44210410,Hunter,Bowman,Hunter Bowman,Female,Michigan,Grand Rapids,Bachelor,20/05/1985,10/12/2017,,Sales,Sales Representative,62115,Satisfactory,22/06/2025,40
00-65325710,Cassandra,Fisher,Cassandra Fisher,Female,New York,Rochester,Bachelor,14/03/1977,05/09/2016,,IT,System Administrator,75310,Good,22/06/2025,48
00-71985395,Justin,Bishop,Justin Bishop,Female,New York,Rochester,Bachelor,03/06/1972,29/05/2024,,Finance,Accounts Payable Specialist,57293,Satisfactory,22/06/2025,53
00-37479430,Amy,Le,Amy Le,Male,New York,Rochester,High School,24/12/1983,30/12/2018,,Customer Service,Help Desk Technician,87940,Good,22/06/2025,41
00-64974875,Cheryl,Johnson,Cheryl Johnson,Female,New York,Buffalo,High School,23/02/1986,25/06/2023,,Marketing,SEO Specialist,69071,Excellent,22/06/2025,39
00-26702017,William,Hernandez,William Hernandez,Male,New York,Buffalo,High School,09/12/1963,22/06/2015,,Operations,Inventory Specialist,64197,Good,22/06/2025,61
00-83398701,Alexander,Hoffman,Alexander Hoffman,Female,New York,New York City,High School,17/11/1981,09/02/2015,,Operations,Inventory Specialist,54898,Satisfactory,22/06/2025,43
00-11110324,Paul,Moore,Paul Moore,Female,New York,Buffalo,High School,14/10/1961,29/12/2017,,Customer Service,Support Specialist,66178,Excellent,22/06/2025,63
00-37988506,Michael,Wolf,Michael Wolf,Male,West Virginia,Morgantown,Master,27/03/1992,17/11/2019,,Operations,Operations Analyst,60247,Good,22/06/2025,33
00-23750417,Crystal,Hill,Crystal Hill,Female,New York,Buffalo,Bachelor,09/09/1969,01/08/2017,,Operations,Inventory Specialist,67430,Satisfactory,22/06/2025,55
00-46317732,David,Shaw,David Shaw,Female,New York,Rochester,Master,10/12/1977,11/08/2019,,Operations,Operations Analyst,65168,Good,22/06/2025,47
00-87713623,Susan,Osborne,Susan Osborne,Male,New York,Rochester,Bachelor,29/05/1994,14/04/2017,,Operations,Logistics Coordinator,66253,Good,22/06/2025,31
00-38375588,Amanda,Patel,Amanda Patel,Female,New York,New York City,Bachelor,18/07/2002,13/07/2024,,Operations,Operations Analyst,73477,Satisfactory,22/06/2025,22
00-87193004,Jeremy,Williams,Jeremy Williams,Male,Illinois,Naperville,High School,25/04/1986,19/06/2023,,Operations,Inventory Specialist,57057,Satisfactory,22/06/2025,39
00-63973235,Derrick,Green,Derrick Green,Male,Michigan,Warren,Bachelor,16/04/2000,06/07/2017,,Operations,Inventory Specialist,60075,Excellent,22/06/2025,25
00-91444950,Edward,Archer,Edward Archer,Female,New York,Buffalo,High School,20/05/1991,24/07/2021,,Customer Service,Help Desk Technician,66703,Satisfactory,22/06/2025,34
00-86459518,Sean,Johnston,Sean Johnston,Male,New York,Rochester,Bachelor,14/01/1992,15/06/2017,,Sales,Sales Representative,81004,Good,22/06/2025,33
00-47342004,Andrew,Whitaker,Andrew Whitaker,Female,New York,Buffalo,Bachelor,23/08/1986,04/02/2024,,Sales,Sales Consultant,70832,Good,22/06/2025,38
00-46188108,Kevin,Lewis,Kevin Lewis,Male,North Carolina,Greensboro,Bachelor,10/08/1980,19/11/2023,,Operations,Logistics Coordinator,72724,Satisfactory,22/06/2025,44
00-41826980,Daniel,Kemp,Daniel Kemp,Male,New York,New York City,Bachelor,20/03/1992,09/10/2023,,Customer Service,Support Specialist,64763,Excellent,22/06/2025,33
00-70891160,John,Guerrero,John Guerrero,Female,New York,Buffalo,Bachelor,14/10/1975,21/08/2017,,Customer Service,Support Specialist,64095,Good,22/06/2025,49
00-70869451,Danielle,Martin,Danielle Martin,Male,New York,New York City,High School,22/12/1989,15/11/2017,,Customer Service,Help Desk Technician,60674,Good,22/06/2025,35
00-96141406,Morgan,Espinoza,Morgan Espinoza,Male,New York,Rochester,Bachelor,22/08/1974,11/02/2024,,Sales,Sales Consultant,85084,Excellent,22/06/2025,50
00-26081719,Jesse,Alvarez,Jesse Alvarez,Female,North Carolina,Raleigh,Master,14/03/1986,08/06/2023,,IT,Software Developer,100653,Good,22/06/2025,39
00-46371543,Patricia,Peterson,Patricia Peterson,Male,New York,New York City,High School,06/12/2001,07/04/2023,,Marketing,SEO Specialist,83959,Satisfactory,22/06/2025,23
00-50945382,Bradley,Scott,Bradley Scott,Female,New York,Buffalo,Bachelor,11/04/1999,04/08/2024,,Finance,Accountant,66003,Good,22/06/2025,26
00-80157948,William,Morales,William Morales,Female,New York,New York City,Bachelor,17/09/1983,30/10/2023,,Marketing,Marketing Coordinator,59896,Good,22/06/2025,41
00-37587974,Maria,Johnson,Maria Johnson,Female,New York,Rochester,Bachelor,07/08/1996,05/03/2020,,Operations,Logistics Coordinator,56582,Good,22/06/2025,28
00-58203522,Michael,Blanchard,Michael Blanchard,Male,New York,Rochester,High School,14/02/1970,18/10/2024,,IT,IT Support Specialist,60448,Good,22/06/2025,55
00-41411837,Kevin,Thomas,Kevin Thomas,Male,Michigan,Warren,PhD,15/04/1963,18/02/2017,,Sales,Sales Specialist,77688,Good,22/06/2025,62
00-73739506,Christina,Patterson,Christina Patterson,Male,New York,New York City,Bachelor,21/01/1982,10/09/2019,,Customer Service,Customer Service Manager,84027,Satisfactory,22/06/2025,43
00-41212087,Anthony,Lee,Anthony Lee,Female,Virginia,Richmond,Bachelor,28/01/2001,23/04/2022,,Sales,Sales Representative,64048,Good,22/06/2025,24
00-93575856,Joshua,French,Joshua French,Female,New York,New York City,Bachelor,26/06/1995,10/06/2024,,Operations,Logistics Coordinator,61882,Satisfactory,22/06/2025,30
00-78806863,Richard,Brown,Richard Brown,Male,New York,Buffalo,Bachelor,26/05/1987,21/10/2023,,Customer Service,Support Specialist,63343,Good,22/06/2025,38
00-35003381,Joy,Mosley,Joy Mosley,Male,New York,New York City,Bachelor,30/10/1977,27/12/2020,,Marketing,SEO Specialist,69391,Satisfactory,22/06/2025,47
00-56799147,Julie,Barton,Julie Barton,Male,Pennsylvania,Pittsburgh,Bachelor,12/10/1989,19/02/2017,,Sales,Sales Representative,64237,Good,22/06/2025,35
00-45160491,Isabel,Wheeler,Isabel Wheeler,Male,New York,New York City,Master,15/11/1961,10/08/2016,,IT,Software Developer,75950,Excellent,22/06/2025,63
00-41224916,Karen,Mccoy,Karen Mccoy,Male,Ohio,Cincinnati,High School,25/08/1974,01/08/2023,,Customer Service,Help Desk Technician,72809,Good,22/06/2025,50
00-97560003,Amber,Solomon,Amber Solomon,Male,New York,Buffalo,Bachelor,02/05/1988,02/01/2018,,Customer Service,Help Desk Technician,83001,Good,22/06/2025,37
00-10982850,Michelle,Murray,Michelle Murray,Male,New York,Rochester,Bachelor,02/04/1994,03/08/2017,,Customer Service,Customer Service Representative,62858,Good,22/06/2025,31
00-12641440,Dustin,Nelson,Dustin Nelson,Female,New York,Buffalo,Master,28/09/1993,20/06/2016,,Operations,Operations Analyst,82759,Good,22/06/2025,31
00-89398528,Joseph,Black,Joseph Black,Female,New York,New York City,High School,19/04/1972,10/02/2023,,IT,IT Support Specialist,57974,Excellent,22/06/2025,53
00-85836526,Kristin,Franco,Kristin Franco,Female,New York,New York City,High School,26/06/1983,30/08/2017,,Customer Service,Help Desk Technician,72938,Satisfactory,22/06/2025,42
00-42238832,Jack,Foster,Jack Foster,Male,New York,Buffalo,High School,27/11/1962,27/05/2023,,IT,IT Support Specialist,67384,Satisfactory,22/06/2025,62
00-17985583,Stacey,Gardner,Stacey Gardner,Male,New York,Rochester,Bachelor,22/09/1985,28/08/2021,,Operations,Logistics Coordinator,62405,Good,22/06/2025,39
00-51549296,Elizabeth,Williamson,Elizabeth Williamson,Female,West Virginia,Morgantown,Bachelor,03/10/1964,21/12/2016,,Operations,Operations Analyst,70703,Good,22/06/2025,60
00-29353979,John,Hester,John Hester,Female,New York,New York City,Master,16/05/1999,03/06/2022,,IT,Software Developer,95682,Good,22/06/2025,26
00-13779742,Heather,Dunn,Heather Dunn,Male,New York,Rochester,Master,31/08/1993,01/05/2020,,IT,System Administrator,89804,Good,22/06/2025,31
00-73709054,Sarah,James,Sarah James,Male,Pennsylvania,Pittsburgh,Bachelor,18/10/1976,02/05/2017,,Sales,Sales Representative,62531,Satisfactory,22/06/2025,48
00-87086107,Haley,Delacruz,Haley Delacruz,Female,New York,Rochester,Bachelor,02/01/1986,08/05/2019,,Sales,Sales Representative,60615,Good,22/06/2025,39
00-60089292,Matthew,Green,Matthew Green,Male,New York,Buffalo,High School,17/08/1984,01/05/2016,,Marketing,Content Creator,64556,Satisfactory,22/06/2025,40
00-50070341,Linda,Williams,Linda Williams,Female,Pennsylvania,Philadelphia,High School,19/03/1976,18/02/2023,,Operations,Inventory Specialist,56820,Good,22/06/2025,49
00-11877542,Christina,Bowen,Christina Bowen,Female,New York,Rochester,Bachelor,17/02/2000,21/09/2017,,IT,IT Support Specialist,56656,Needs Improvement,22/06/2025,25
00-38720570,Henry,Kirk,Henry Kirk,Male,New York,Rochester,Master,23/02/1960,31/10/2017,,Operations,Operations Analyst,72706,Good,22/06/2025,65
00-81614472,Tim,Ward,Tim Ward,Male,North Carolina,Charlotte,High School,06/10/1988,28/09/2023,,Marketing,Content Creator,62149,Needs Improvement,22/06/2025,36
00-35826028,Sarah,Small,Sarah Small,Male,New York,Buffalo,High School,11/07/1971,18/01/2018,,Customer Service,Help Desk Technician,78415,Satisfactory,22/06/2025,53
00-23316648,Michael,Jones,Michael Jones,Male,New York,Buffalo,Bachelor,04/06/2003,31/01/2022,,Operations,Inventory Specialist,62135,Needs Improvement,22/06/2025,22
00-73738810,Roberto,Chandler,Roberto Chandler,Female,New York,Rochester,Bachelor,30/04/1978,30/03/2015,,Sales,Sales Consultant,90697,Needs Improvement,22/06/2025,47
00-70216892,Marissa,Medina,Marissa Medina,Female,New York,Rochester,Bachelor,27/07/1989,27/10/2022,,Operations,Operations Analyst,72329,Satisfactory,22/06/2025,35
00-30326795,Angela,Foster,Angela Foster,Female,New York,Rochester,High School,06/03/1967,13/06/2023,,Customer Service,Help Desk Technician,61746,Good,22/06/2025,58
00-54992623,Leonard,Jenkins,Leonard Jenkins,Male,Michigan,Detroit,Bachelor,25/06/1960,03/10/2023,,Finance,Accounts Payable Specialist,64392,Satisfactory,22/06/2025,65
00-65580175,Deborah,Garcia,Deborah Garcia,Male,New York,Rochester,Bachelor,20/09/1987,13/08/2022,,Sales,Sales Representative,78030,Satisfactory,22/06/2025,37
00-58370857,Jordan,Watson,Jordan Watson,Male,Virginia,Norfolk,Bachelor,12/06/1972,22/01/2017,,IT,IT Support Specialist,65107,Good,22/06/2025,53
00-14184542,Nicholas,Smith,Nicholas Smith,Female,New York,Buffalo,Bachelor,12/05/1990,10/01/2015,,IT,IT Support Specialist,61401,Good,22/06/2025,35
00-91190343,Brooke,Curtis,Brooke Curtis,Male,New York,Buffalo,High School,03/04/1995,27/04/2018,,Customer Service,Support Specialist,65016,Good,22/06/2025,30
00-76428759,Lindsay,Evans,Lindsay Evans,Female,New York,Buffalo,Bachelor,18/03/1985,14/08/2017,,Finance,Accountant,58547,Good,22/06/2025,40
00-85576096,John,Williams,John Williams,Female,New York,Buffalo,High School,28/06/1982,23/12/2024,,Marketing,SEO Specialist,68607,Good,22/06/2025,43
00-71927371,Nicholas,Brooks,Nicholas Brooks,Male,New York,New York City,High School,22/07/2001,03/12/2017,,Customer Service,Support Specialist,56471,Needs Improvement,22/06/2025,23
00-35435139,Joshua,Leach,Joshua Leach,Female,New York,New York City,High School,13/05/1983,01/12/2022,,IT,IT Support Specialist,57866,Good,22/06/2025,42
00-70595412,Angela,Graham,Angela Graham,Female,New York,Buffalo,Bachelor,21/12/1991,13/07/2017,,Sales,Sales Specialist,61487,Good,22/06/2025,33
00-37406435,Robert,Murphy,Robert Murphy,Female,New York,Rochester,Bachelor,27/08/1962,18/06/2020,,Sales,Sales Representative,67843,Good,22/06/2025,62
00-15537346,Jose,Smith,Jose Smith,Female,New York,Buffalo,PhD,06/08/1961,04/11/2022,,Finance,Finance Manager,141543,Good,22/06/2025,63
00-97924151,Sarah,Edwards,Sarah Edwards,Female,Michigan,Grand Rapids,Master,27/06/2003,03/12/2018,,Operations,Operations Manager,102672,Good,22/06/2025,22
00-26099456,Michael,Avila,Michael Avila,Female,New York,Rochester,Master,01/01/1995,13/05/2015,,Sales,Sales Manager,99300,Good,22/06/2025,30
00-47490735,Amanda,Johnson,Amanda Johnson,Female,New York,Buffalo,High School,30/09/1974,25/06/2022,,Operations,Inventory Specialist,53658,Satisfactory,22/06/2025,50
00-24892710,Kimberly,Parker,Kimberly Parker,Female,New York,Rochester,Bachelor,14/10/1983,03/05/2020,,HR,Recruiter,54927,Good,22/06/2025,41
00-19180850,Tami,Lee,Tami Lee,Female,New York,New York City,Bachelor,10/12/1992,16/07/2019,,Operations,Logistics Coordinator,61400,Good,22/06/2025,32
00-44471853,Linda,Johnson,Linda Johnson,Male,Pennsylvania,Allentown,High School,26/01/1995,20/02/2018,,Customer Service,Help Desk Technician,56144,Satisfactory,22/06/2025,30
00-29421271,John,Casey,John Casey,Female,Michigan,Warren,High School,06/01/1982,11/04/2023,,Marketing,Content Creator,58364,Satisfactory,22/06/2025,43
00-27682464,Lauren,Liu,Lauren Liu,Female,New York,Buffalo,Bachelor,23/02/1996,01/11/2017,,Sales,Sales Representative,73206,Satisfactory,22/06/2025,29
00-96965812,David,Schultz,David Schultz,Male,Virginia,Virginia Beach,High School,28/11/1976,27/10/2019,,HR,Recruiter,76542,Good,22/06/2025,48
00-34304645,Robert,Haynes,Robert Haynes,Female,New York,Rochester,PhD,30/12/1985,22/01/2017,,Sales,Sales Consultant,96798,Excellent,22/06/2025,39
00-21043725,Daniel,Chen,Daniel Chen,Female,New York,Rochester,Master,04/01/1996,23/08/2017,,Sales,Sales Consultant,94053,Needs Improvement,22/06/2025,29
00-12284070,Charlene,Perez,Charlene Perez,Female,New York,Buffalo,High School,29/05/1969,21/01/2020,,IT,IT Support Specialist,56506,Good,22/06/2025,56
00-69871522,Albert,Frederick,Albert Frederick,Male,Ohio,Cleveland,Bachelor,21/05/1977,15/06/2023,,Sales,Sales Representative,83541,Excellent,22/06/2025,48
00-60442729,Ethan,Lopez,Ethan Lopez,Male,New York,Buffalo,Master,18/08/1984,09/03/2021,,IT,Software Developer,89317,Good,22/06/2025,40
00-34512392,Edwin,White,Edwin White,Female,New York,New York City,Bachelor,03/10/1995,23/10/2019,,Marketing,SEO Specialist,67579,Good,22/06/2025,29
00-52386800,Lauren,Patterson,Lauren Patterson,Female,New York,Buffalo,Bachelor,03/04/1971,08/12/2016,,Customer Service,Customer Service Representative,63646,Good,22/06/2025,54
00-64891734,Timothy,Douglas,Timothy Douglas,Male,New York,Buffalo,Bachelor,15/03/1973,30/04/2016,,IT,IT Support Specialist,67170,Good,22/06/2025,52
00-50279806,Richard,Gallagher,Richard Gallagher,Female,New York,New York City,Master,24/04/1973,27/08/2022,,Finance,Financial Analyst,96284,Satisfactory,22/06/2025,52
00-27976656,Carlos,Johnson,Carlos Johnson,Male,North Carolina,Charlotte,High School,14/01/1998,31/01/2017,,Customer Service,Customer Service Representative,56927,Needs Improvement,22/06/2025,27
00-58196283,Gregory,Fletcher,Gregory Fletcher,Female,New York,Rochester,Bachelor,17/11/1976,08/02/2020,,Operations,Logistics Coordinator,61264,Excellent,22/06/2025,48
00-61306730,Christopher,Bartlett,Christopher Bartlett,Male,Michigan,Detroit,Bachelor,02/07/1996,27/11/2015,,Operations,Logistics Coordinator,67161,Satisfactory,22/06/2025,28
00-87171497,Wesley,Frye,Wesley Frye,Male,New York,Rochester,Bachelor,02/12/1987,27/07/2022,,Operations,Logistics Coordinator,62782,Good,22/06/2025,37
00-88039848,Laura,Fowler,Laura Fowler,Male,Illinois,Chicago,Bachelor,20/05/1987,24/01/2024,,IT,IT Support Specialist,69242,Excellent,22/06/2025,38
00-67695778,Adam,Strong,Adam Strong,Male,New York,Rochester,Bachelor,02/12/1965,27/07/2020,,Customer Service,Customer Service Representative,68280,Satisfactory,22/06/2025,59
00-48323962,Alexis,Wells,Alexis Wells,Female,New York,Rochester,Bachelor,25/06/1974,20/07/2022,,Customer Service,Help Desk Technician,58595,Excellent,22/06/2025,51
00-44265686,Tina,Olson,Tina Olson,Male,New York,Buffalo,High School,22/04/1962,12/07/2019,,Operations,Inventory Specialist,63437,Satisfactory,22/06/2025,63
00-78946993,Victoria,Anderson,Victoria Anderson,Male,New York,New York City,Bachelor,29/11/1991,06/12/2022,,Finance,Accountant,93319,Good,22/06/2025,33
00-72224542,Christian,Lane,Christian Lane,Male,New York,Buffalo,Bachelor,20/02/1988,09/12/2018,,IT,System Administrator,85818,Satisfactory,22/06/2025,37
00-77135692,Shelly,Wallace,Shelly Wallace,Male,New York,New York City,High School,04/06/1988,01/11/2020,,Operations,Inventory Specialist,59788,Satisfactory,22/06/2025,37
00-44737951,Phyllis,Galvan,Phyllis Galvan,Female,New York,Buffalo,Master,07/08/1986,17/04/2015,,Sales,Sales Specialist,75317,Good,22/06/2025,38
00-68830582,Sean,Gamble,Sean Gamble,Male,New York,Buffalo,Bachelor,06/06/1994,08/06/2023,,IT,System Administrator,89141,Good,22/06/2025,31
00-85773305,Laura,Farrell,Laura Farrell,Male,New York,New York City,Bachelor,06/10/1991,05/09/2016,,Sales,Sales Representative,84149,Good,22/06/2025,33
00-49134657,Lisa,Jones,Lisa Jones,Male,New York,Buffalo,PhD,31/10/1983,11/10/2021,,Sales,Sales Specialist,57075,Good,22/06/2025,41
00-21509711,Daniel,Martin,Daniel Martin,Male,New York,Rochester,High School,05/12/1989,21/03/2019,,Customer Service,Help Desk Technician,62605,Good,22/06/2025,35
00-64178854,Allison,Perez,Allison Perez,Female,New York,Rochester,Bachelor,16/11/1979,22/10/2020,,Operations,Inventory Specialist,53887,Good,22/06/2025,45
00-81012790,Nicole,Peterson,Nicole Peterson,Female,New York,New York City,Bachelor,12/05/1962,16/06/2024,,Marketing,Marketing Coordinator,59885,Good,22/06/2025,63
00-91594909,Michael,Chapman,Michael Chapman,Male,Michigan,Warren,High School,16/06/1996,29/05/2024,,HR,Recruiter,68444,Excellent,22/06/2025,29
00-36491961,Michelle,Patel,Michelle Patel,Female,New York,Rochester,Bachelor,06/05/1965,29/06/2023,,Sales,Sales Consultant,96510,Good,22/06/2025,60
00-82522192,Angela,Beltran,Angela Beltran,Female,New York,Buffalo,PhD,02/01/1992,04/09/2017,,Customer Service,Customer Service Manager,84088,Good,22/06/2025,33
00-70270117,Gary,Lucero,Gary Lucero,Male,New York,New York City,Bachelor,19/09/1981,18/07/2024,,HR,HR Assistant,74604,Good,22/06/2025,43
00-31168865,Gregory,Anderson,Gregory Anderson,Male,New York,New York City,Bachelor,22/06/2000,17/09/2016,,Sales,Sales Specialist,75142,Good,22/06/2025,25
00-65058585,Angela,Potter,Angela Potter,Female,New York,Rochester,Bachelor,14/07/1995,15/07/2018,,Customer Service,Help Desk Technician,58476,Good,22/06/2025,29
00-29868814,Mark,King,Mark King,Female,New York,Buffalo,Bachelor,31/08/1991,06/11/2022,,Operations,Logistics Coordinator,61241,Satisfactory,22/06/2025,33
00-18847372,Karen,Dodson,Karen Dodson,Male,New York,Rochester,High School,13/05/2003,19/01/2024,,Customer Service,Customer Service Representative,56777,Good,22/06/2025,22
00-75990558,Anthony,Blackburn,Anthony Blackburn,Male,Michigan,Detroit,Bachelor,22/05/1978,09/04/2022,,Operations,Logistics Coordinator,72795,Excellent,22/06/2025,47
00-11952172,Kevin,Richardson,Kevin Richardson,Female,New York,Rochester,Bachelor,20/02/1964,11/09/2018,,Sales,Sales Representative,66547,Good,22/06/2025,61
00-37935718,Tanner,Singh,Tanner Singh,Male,Pennsylvania,Allentown,High School,20/10/1995,04/12/2022,,Operations,Inventory Specialist,56510,Satisfactory,22/06/2025,29
00-12767728,James,Beard,James Beard,Male,New York,Rochester,Bachelor,26/05/1987,13/02/2015,,IT,Software Developer,109628,Needs Improvement,22/06/2025,38
00-43375495,Donald,Lee,Donald Lee,Female,New York,New York City,High School,30/09/1980,29/12/2023,,Customer Service,Support Specialist,58882,Satisfactory,22/06/2025,44
00-64130831,Jennifer,West,Jennifer West,Male,New York,Buffalo,Master,30/06/1977,26/10/2019,,IT,System Administrator,66565,Good,22/06/2025,48
00-92166272,Amanda,Cannon,Amanda Cannon,Male,Ohio,Cincinnati,Master,24/10/1995,11/10/2015,,IT,System Administrator,65630,Excellent,22/06/2025,29
00-86737279,Tiffany,Fleming,Tiffany Fleming,Male,New York,Rochester,High School,31/08/1972,30/08/2022,,Customer Service,Help Desk Technician,68113,Satisfactory,22/06/2025,52
00-26283037,Jessica,Lucero,Jessica Lucero,Male,New York,Rochester,Bachelor,21/12/1976,25/06/2017,,Operations,Logistics Coordinator,67098,Satisfactory,22/06/2025,48
00-10355692,Samuel,Ayala,Samuel Ayala,Female,New York,Buffalo,High School,04/04/1962,24/10/2015,,Operations,Inventory Specialist,56998,Excellent,22/06/2025,63
00-86197740,Jamie,Beck,Jamie Beck,Female,New York,Rochester,Master,23/08/1993,08/09/2022,,Sales,Sales Consultant,80810,Satisfactory,22/06/2025,31
00-41554178,Darlene,Newton,Darlene Newton,Female,New York,Rochester,Master,16/03/1987,10/07/2017,,Operations,Operations Analyst,60157,Satisfactory,22/06/2025,38
00-71303454,Geoffrey,Lee,Geoffrey Lee,Male,Michigan,Warren,Master,26/01/1976,20/11/2022,,Finance,Financial Analyst,68537,Good,22/06/2025,49
00-81394776,Angela,Gray,Angela Gray,Female,New York,New York City,High School,25/01/2002,06/03/2024,,Customer Service,Customer Service Representative,53563,Good,22/06/2025,23
00-71717488,Lori,Hurst,Lori Hurst,Male,New York,Buffalo,Master,26/12/1982,18/05/2022,,Customer Service,Customer Service Manager,92927,Good,22/06/2025,42
00-62103937,Jennifer,Pena,Jennifer Pena,Male,New York,Rochester,Bachelor,09/01/2002,24/01/2015,,IT,Software Developer,94141,Needs Improvement,22/06/2025,23
00-50292372,Laurie,Jones,Laurie Jones,Female,New York,New York City,Bachelor,26/09/1981,31/10/2020,,Operations,Logistics Coordinator,55773,Good,22/06/2025,43
00-83499395,Paul,Wright,Paul Wright,Female,New York,Rochester,Master,14/08/1986,17/01/2019,,Sales,Sales Consultant,97349,Good,22/06/2025,38
00-42875807,Jonathan,Espinoza,Jonathan Espinoza,Male,New York,New York City,Bachelor,25/08/1970,17/03/2015,,Customer Service,Customer Service Representative,70270,Good,22/06/2025,54
00-89119532,Arthur,Lynch,Arthur Lynch,Male,New York,Buffalo,PhD,15/11/1972,03/11/2020,,IT,IT Manager,116623,Excellent,22/06/2025,52
00-43425740,Tiffany,Nguyen,Tiffany Nguyen,Female,New York,New York City,Bachelor,21/10/1981,31/07/2019,,Customer Service,Help Desk Technician,74274,Satisfactory,22/06/2025,43
00-42791876,Wesley,Thomas,Wesley Thomas,Female,Michigan,Detroit,Bachelor,27/12/1983,30/08/2024,,Operations,Logistics Coordinator,61074,Good,22/06/2025,41
00-80248400,Patricia,Rivera,Patricia Rivera,Male,New York,New York City,Bachelor,02/09/1982,31/03/2023,,IT,Software Developer,108879,Good,22/06/2025,42
